,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6437,9307303,Very spacious room with own bath and kitchen,6233753,Thorsten,Neukölln,Reuterstraße,52.486799547078235,13.446953190983784,Private room,40,2,3,2016-07-16,0.1,1,349
6438,9307418,ca 30qm room in 140qm luxury Flat,48315402,Benjamin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509762943720006,13.451185661316462,Private room,35,1,0,,,1,0
6439,9308067,Lovely flat near Kudamm/Nollendorf,33482821,Jaroslaw,Tempelhof - Schöneberg,Schöneberg-Nord,52.49560819420115,13.339004634069168,Entire home/apt,50,2,19,2018-10-14,0.57,1,0
6440,9310809,Home Sweet Grabbebox! ONLY FOR GIRLS!,20657272,Anna,Pankow,Schönholz/Wilhelmsruh/Rosenthal,52.57385673842194,13.399073365433528,Private room,30,2,12,2018-09-10,0.71,1,178
6441,9323006,Berlin Neukölln,48388688,Blandine,Neukölln,Reuterstraße,52.48532251575711,13.435373856735449,Private room,28,4,1,2015-11-19,0.03,1,0
6442,9325312,Cosy Apartment near Ostkreuz,48399945,Benjamin,Lichtenberg,Neu Lichtenberg,52.50303923201653,13.486757392393367,Private room,25,1,2,2015-12-21,0.06,1,0
6443,9326612,Small apartment (1-4 Persons) Xberg,48406225,Boro,Mitte,Alexanderplatz,52.50757634546896,13.41539358620868,Entire home/apt,55,2,3,2015-11-29,0.08,1,0
6444,9328761,3 room/ 2-4 ppl apartment Kreuzberg,48416458,Christoph,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4980006804603,13.443267065587001,Entire home/apt,80,4,1,2016-01-03,0.03,1,0
6445,9329313,Berlin's Best Area - Cozy Private Apt in Kreuzberg,21349064,Alisha,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.498845045814505,13.43158293915424,Entire home/apt,100,60,13,2017-09-01,0.4,1,363
6446,9340083,Small & Cozy Apartment in Kreuzberg,1571547,Julia,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50657288532069,13.432139915538912,Entire home/apt,45,2,5,2015-12-24,0.14,1,0
6447,9340163,Spacious Apt in the heart of Berlin,15895750,Marcel,Mitte,Alexanderplatz,52.525140476561354,13.40666154395766,Entire home/apt,390,1,0,,,1,0
6448,9340353,Toller Altbau/Nice Apartment in Berlin Neukölln,48477297,Vera,Neukölln,Neuköllner Mitte/Zentrum,52.480799187419436,13.427104868188488,Entire home/apt,65,1,13,2018-06-24,0.73,1,0
6449,9344803,Rooftop Baby !  ;-),950324,Hansen,Pankow,Helmholtzplatz,52.54589997886938,13.417814401458605,Private room,42,5,37,2018-05-23,1.16,1,40
6450,9348447,Dachgeschosswohnung für 1-2Pers. Ca 20Min zum Alex,48516335,Joseppo,Pankow,Weißensee Ost,52.56698075759083,13.461120692446961,Entire home/apt,22,2,44,2018-10-21,1.42,1,279
6451,9348843,GuestRoom in the heart of Kreuzberg,47679902,Tamer,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50012115695554,13.431876027395756,Private room,53,3,79,2018-10-30,2.28,1,349
6452,9353582,"Bright and Cosy, 3 rooms apt in Central-Mitte",26047668,June,Mitte,Brunnenstr. Süd,52.53198638338114,13.388229752737244,Entire home/apt,67,60,7,2018-10-01,0.46,1,280
6453,9354706,2 Rooms Apartment in Reuter Kiez,11032225,Atilla & Gabrielle,Neukölln,Reuterstraße,52.489596099371006,13.42931718680567,Entire home/apt,62,3,43,2018-08-20,1.2,1,18
6455,9355118,Unique vintage apartment in Kreuzberg,7020858,Judith,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48670342235838,13.39361000173506,Entire home/apt,55,5,23,2018-10-01,0.64,1,0
6456,9355471,Big & Modern 1BR Apartment,1594734,Tao,Pankow,Prenzlauer Berg Ost,52.53643655700372,13.437331486778215,Entire home/apt,75,3,0,,,1,0
6457,9355960,,45298510,Malte,Pankow,Prenzlauer Berg Süd,52.53626256322549,13.425315436360185,Entire home/apt,35,1,7,2017-12-29,0.2,1,16
6458,9357855,"Spacious, modern apartment in Mitte-Kreuzberg",36805623,Christopher,Mitte,Alexanderplatz,52.50764736248886,13.424435398521107,Entire home/apt,68,5,1,2018-04-01,0.14,1,0
6459,9358203,Neukölln:) Zimmer in Altbauwohnung,48563928,Lisa,Neukölln,Rixdorf,52.4804284715454,13.435667116061625,Private room,70,1,0,,,1,0
6460,9360376,Cozy & bright appartment w/Balcony,10668178,Lau,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51280794690074,13.472868185504206,Entire home/apt,36,4,4,2016-03-30,0.12,1,0
6461,9364975,Schönes und großzügiges Einfamilienhaus mit Garten,48590320,Andreas,Pankow,Blankenburg/Heinersdorf/Märchenland,52.598193143416154,13.448335000542436,Entire home/apt,120,5,48,2018-09-17,1.38,2,355
6462,9365797,room in shared house,26351045,Tom,Lichtenberg,Friedrichsfelde Nord,52.51128297447997,13.504690685538886,Private room,17,10,0,,,1,0
6463,9366316,Cute & Convenient Apt in Kreuzkölln,1642790,Ryan,Neukölln,Reuterstraße,52.49430555177781,13.423179526045685,Entire home/apt,40,1,0,,,1,0
6464,9367210,Sunny Design Apartment at Tempelhof,2468015,Reuben And Jekaterina,Neukölln,Schillerpromenade,52.47686899688258,13.425011277524568,Entire home/apt,45,25,11,2018-10-03,0.35,3,252
6465,9368783,♔ In the Heart of Berlin ♕,9749640,Nikol,Mitte,Brunnenstr. Süd,52.53704152379007,13.376352683615535,Private room,250,1,1,2016-01-03,0.03,1,362
6466,9368828,Large Room in Hip Neighborhood,4010883,Daniel,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.510053175688135,13.454486838523525,Private room,40,19,24,2018-10-28,0.66,1,147
6467,9375341,Zimmer im belebten Wedding,47371579,Max,Mitte,Wedding Zentrum,52.55199670035613,13.377684874130773,Private room,50,9,0,,,3,0
6468,9375515,X-mas Eve in Berlin City,19281206,Soe,Mitte,Wedding Zentrum,52.552864984970256,13.377618937267787,Private room,50,5,0,,,2,0
6469,9376687,Artists Apartment • Trendy District,48649146,Constanze,Pankow,Prenzlauer Berg Ost,52.53531146484068,13.436669383908198,Entire home/apt,150,3,11,2018-09-03,0.32,1,339
6470,9376881,Altbauwohnung Prenzlauer Berg,48651119,Hannelore,Pankow,Prenzlauer Berg Nordwest,52.55414830053543,13.398736537808164,Entire home/apt,30,84,14,2018-09-01,0.42,1,190
6471,9378741,Studio Berlin Charlottenburg,48658819,Rocinta,Charlottenburg-Wilm.,Neue Kantstraße,52.50707614945138,13.299244025244356,Entire home/apt,27,4,0,,,1,0
6472,9379127,'attic with a view',7568366,Beate,Pankow,Prenzlauer Berg Südwest,52.533364117502224,13.416321565610357,Entire home/apt,99,3,7,2017-09-05,0.22,1,0
6473,9379491,Comfortable Appartment,42233403,Moritz,Tempelhof - Schöneberg,Schöneberg-Nord,52.49309121564393,13.367321887212968,Entire home/apt,75,3,0,,,1,0
6474,9380006,Beautiful apartment near the center,16531703,Valentina,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.511767223863345,13.462458081349158,Entire home/apt,33,3,3,2015-12-30,0.08,1,0
6475,9385342,ColorRoom,21391780,Mariagiovanna,Mitte,Parkviertel,52.54693247982864,13.344868868005113,Private room,25,3,0,,,1,0
6476,9385422,Huge double room in Friedrichshain,21391122,Mabel,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.524622877136714,13.450746994647961,Private room,45,1,48,2018-10-10,1.48,1,84
6477,9386551,"Room in gorgeous flat, with good connections",1761491,Märt,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49093105227312,13.394284929591525,Private room,21,3,17,2018-09-12,0.66,1,0
6478,9387926,Villa Villekulla in Berlin Wedding,28545678,Rebecca,Mitte,Parkviertel,52.55277258438578,13.34608702061708,Private room,40,1,46,2018-10-29,1.32,1,330
6479,9388227,Elegant Room on trendy MITTE street,45975496,Marjann,Mitte,Alexanderplatz,52.52518321863677,13.404542859974745,Private room,50,3,1,2016-01-21,0.03,2,0
6480,9396779,Classic Berlin Altbau - Big Balcony,1198821,Ebe,Mitte,Osloer Straße,52.563130951188185,13.39216029118307,Entire home/apt,55,2,0,,,1,0
6481,9396834,,20593011,Anja,Neukölln,Reuterstraße,52.48252555208128,13.440466499588554,Private room,30,2,81,2018-11-04,2.69,1,330
6482,9398048,Sunny Top Floor Stylish Apartment Neükolln,43094644,Felix,Neukölln,Rixdorf,52.48456390274833,13.444568525452194,Entire home/apt,50,1,9,2017-04-16,0.25,2,4
6483,9399066,Beautiful Artist Home,48746782,Liliana,Neukölln,Rixdorf,52.47852789324238,13.448362879794937,Private room,45,3,103,2018-11-06,3.0,1,151
6484,9400584,Schönes Zimmer in Altbauwohnung im PBerg,759922,Verena,Pankow,Helmholtzplatz,52.542032675351315,13.422069204969368,Private room,35,2,1,2015-12-15,0.03,1,0
6485,9401253,Room with balkony,4836519,Katrin,Steglitz - Zehlendorf,Albrechtstr.,52.44930191013419,13.344427873441413,Private room,24,2,39,2017-06-05,1.15,1,0
6486,9403422,2-Raum-Wohnung zu vermieten,48765425,Nadine,Treptow - Köpenick,Friedrichshagen,52.454339874004525,13.612699797330453,Entire home/apt,50,3,3,2017-07-10,0.17,1,0
6487,9403629,Spacious &  cozy flat in hip Kreuzberg,10333689,Anna,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.493965014531724,13.435620824768787,Entire home/apt,150,5,0,,,1,0
6488,9403793,Spacious Room in Central Berlin,7135007,India,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.508609036021134,13.453511991314034,Private room,35,3,15,2018-08-06,0.44,1,0
6489,9405996,"Big cosy room in Neukölln, Berlin",19916716,Cecilie,Neukölln,Reuterstraße,52.482898185166576,13.434614570346199,Private room,23,1,1,2016-02-02,0.03,1,0
6490,9409731,"Cozy 20sq m room, for women only",48509806,Melin,Neukölln,Reuterstraße,52.49088142154602,13.424169648092892,Private room,26,1,181,2018-11-06,5.23,1,148
6491,9410492,Nice room in Prenzlauerberg,42809936,Martha,Pankow,Prenzlauer Berg Nord,52.54519003738589,13.43085487802879,Private room,15,1,1,2015-11-20,0.03,2,0
6492,9412596,Second floor apartment for you,23686566,Catia,Mitte,Parkviertel,52.54665314529336,13.35144516664149,Entire home/apt,22,3,2,2016-01-12,0.06,1,0
6493,9413152,3LittleBogotaBerlin  HANNA,30518151,Joachim P,Charlottenburg-Wilm.,Neue Kantstraße,52.50442904529632,13.298227023895715,Private room,60,2,13,2018-09-09,0.43,7,63
6494,9413446,1LittleBogotaBerlin  YVA,30518151,Joachim P,Charlottenburg-Wilm.,Neue Kantstraße,52.504771952801846,13.29786078703765,Private room,60,2,25,2018-10-11,0.82,7,63
6495,9420104,"Modern, clean, and comfortable flat",1225600,Noel,Pankow,Prenzlauer Berg Nordwest,52.548085396235074,13.410286240336786,Entire home/apt,85,1,1,2016-01-02,0.03,1,0
6496,9421220,Berlin rent apartment,29368634,Alessandra,Mitte,Moabit West,52.53326874596007,13.33610615951167,Entire home/apt,80,30,26,2018-09-19,0.82,2,280
6497,9423319,Cosy Flat at Prenzlauer Berg,5856324,Albert,Pankow,Prenzlauer Berg Nordwest,52.54550068640623,13.408699297681748,Entire home/apt,60,14,13,2018-10-30,0.37,1,222
6498,9424409,N-Lelidis-Zimmer,48858329,Nikolaos,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.43322030488291,13.214287367473187,Private room,20,1,0,,,1,0
6499,9428090,MODERN FAMILY STUDIO (New!!!),30981168,Natalie,Pankow,Prenzlauer Berg Nord,52.54529198455146,13.424649251116348,Entire home/apt,75,2,90,2018-10-29,2.53,4,333
6500,9428563,Cozy room in 1920s apartment,48868155,Jessica,Neukölln,Schillerpromenade,52.47971973736431,13.423661995537133,Private room,20,4,2,2016-06-28,0.06,1,0
6501,9438521,"Hübsche, gemütliche Altbauwohnung",48919884,Aleksandra,Neukölln,Neuköllner Mitte/Zentrum,52.46858883195654,13.435781749661913,Entire home/apt,45,1,0,,,1,0
6502,9439142,Room in shared WG facing Görli park,9560030,Marieke,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49690934171088,13.444236096408575,Private room,25,5,3,2015-12-17,0.08,2,0
6503,9440925,Vilhelm7 Studio 3,48929254,Vilhelm,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5008575383933,13.390159760496935,Entire home/apt,125,1,10,2018-08-05,0.28,6,297
6504,9442021,Above the roofs of Berlin,29080198,Annina,Mitte,Wedding Zentrum,52.552214374631994,13.374069828822822,Private room,28,1,13,2017-03-24,0.36,1,0
6505,9443106,Apartment CityWest at Messe and ZOB,9359074,Lev & Alex,Charlottenburg-Wilm.,Westend,52.510669492319444,13.279005801647667,Entire home/apt,53,1,239,2018-10-26,6.66,3,252
6506,9443212,In the heart of Berlin,21904749,Yasmin,Mitte,Brunnenstr. Süd,52.528275985240704,13.3911965618214,Entire home/apt,55,3,2,2017-03-19,0.06,1,0
6507,9444934,Bright & beautiful Kreuzberg nest with balcony,10679078,Sarah,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50049588911064,13.420263910517097,Private room,25,5,2,2017-07-17,0.06,2,0
6508,9446232,Vilhelm7 Studio plus 4,48929254,Vilhelm,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.501575897232684,13.388324899776725,Entire home/apt,135,1,19,2017-09-17,0.53,6,318
6509,9446356,Private Room at Rosenthaler Platz,6615670,Jakub,Mitte,Brunnenstr. Süd,52.52974747017498,13.395452539943744,Private room,50,1,1,2016-01-03,0.03,1,0
6510,9446493,Ca. 50 m^2 im Herzen Kreuzbergs am Bergmannkiez!,48953846,Michael,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49157866144475,13.382246288667742,Entire home/apt,65,2,1,2016-06-20,0.03,1,0
6511,9446553,Vilhelm7 Suite 1,48929254,Vilhelm,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50078254841962,13.388186515922172,Entire home/apt,149,1,3,2017-07-16,0.11,6,316
6512,9446712,Vilhelm7 Studio 5,48929254,Vilhelm,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50209497714424,13.389910705726347,Entire home/apt,125,2,17,2018-10-10,0.47,6,337
6513,9446858,Vilhelm7 Studio plus 6,48929254,Vilhelm,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50056351633262,13.389599011615713,Entire home/apt,135,1,7,2017-07-02,0.24,6,320
6514,9447058,Vilhelm7 Suite 2,48929254,Vilhelm,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50050258471678,13.388572329185731,Entire home/apt,149,1,1,2016-05-24,0.03,6,309
6515,9447865,Central & Trendy,18636724,Julian,Pankow,Prenzlauer Berg Süd,52.537631009448965,13.425357853054015,Private room,38,7,17,2018-10-21,0.48,2,310
6516,9448356,Helle 1-Zimmer Wohnung,48961235,Stella,Lichtenberg,Alt-Lichtenberg,52.5118178394119,13.492863940025337,Entire home/apt,35,1,1,2015-11-25,0.03,1,0
6517,9450300,Schönes Zimmer zur Zwischenmiete!,23023905,Claudia,Neukölln,Rixdorf,52.46982786615511,13.443234568668778,Private room,25,14,0,,,1,0
6518,9456033,Bright Gorlitzer Park Designer Flat,10993121,Jesus,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5006692029309,13.43382359233517,Entire home/apt,75,4,15,2017-12-01,0.47,1,221
6519,9457510,2 Room flat,22957762,Jade,Neukölln,Reuterstraße,52.486529144322795,13.435717332711054,Entire home/apt,50,3,2,2016-03-27,0.06,1,0
6520,9459422,VISAGE APPART 3.2,1842523,Giulia,Tempelhof - Schöneberg,Schöneberg-Süd,52.48180167043521,13.363321633243759,Entire home/apt,59,1,22,2018-09-29,0.65,1,343
6521,9460079,Zimmer im Grünen in Kreuzberg,49021089,Maria,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49854622132704,13.415304410701465,Private room,35,1,2,2017-12-03,0.09,1,310
6522,9460163,Great Aptmt w huge rooftop terrace!,1818382,David,Pankow,Prenzlauer Berg Süd,52.53346969604254,13.435514899263522,Entire home/apt,140,7,0,,,1,0
6523,9466902,Spacious & Centrally located,18636724,Julian,Pankow,Prenzlauer Berg Süd,52.537860490985324,13.424254325173536,Entire home/apt,65,5,3,2017-10-01,0.09,2,0
6524,9467593,Mitte Big Sunny 25 sq. mtr. room,13592772,Kadambari,Mitte,Brunnenstr. Süd,52.53402473637339,13.404958474762184,Private room,30,20,0,,,1,0
6525,9468063,"Berlin, Prenzlauer Berg",49068215,Dan,Pankow,Prenzlauer Berg Süd,52.53721870633707,13.427626236241915,Entire home/apt,200,4,15,2018-10-13,0.49,1,364
6526,9468717,"Cute 1 Bedroom Flat,Prenzlauer Berg",6955671,Marie,Pankow,Prenzlauer Berg Süd,52.53182543520467,13.42193292732077,Entire home/apt,70,1,4,2017-04-03,0.11,1,0
6527,9468832,Direkt im Kiez und trotzdem ruhig,23209567,Simon,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51010007948189,13.455730208603995,Entire home/apt,59,5,2,2016-08-18,0.06,1,0
6528,9468980,Quiet and cosy studio in Mitte,13743082,Aurelia,Mitte,Wedding Zentrum,52.54015679536533,13.357235604877438,Entire home/apt,35,6,6,2018-09-14,0.22,1,0
6529,9469485,Best Kreuzkölln@River Canal,24059884,Juliane,Neukölln,Reuterstraße,52.494681413255776,13.422783342681676,Entire home/apt,58,120,0,,,1,159
6530,9469691,Charmantes Zimmer in Friedrichshain,49071383,Amina,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509858150548716,13.469674238269935,Private room,45,2,4,2016-09-12,0.15,1,0
6531,9469865,Apartment in Kreuzberg,36029055,Cloed,Neukölln,Reuterstraße,52.49498214151097,13.423506096742358,Entire home/apt,65,2,26,2018-10-15,0.73,1,2
6532,9471176,"Berlin-Steglitz, Maisonette next to Teltow Canal",49086481,Jörg,Steglitz - Zehlendorf,Albrechtstr.,52.44653212469126,13.342083039077096,Private room,30,2,9,2017-09-04,0.28,1,304
6533,9472187,Center Design near of museums galleries quiet!!,49091120,Sophia,Pankow,Prenzlauer Berg Südwest,52.52963763185275,13.409912811601194,Entire home/apt,75,4,100,2018-10-23,2.99,1,326
6534,9472590,Little Castle Friedrichshain,16117859,Cornelius,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50863615262106,13.471157354498,Entire home/apt,70,1,3,2016-03-22,0.09,1,0
6535,9472707,Bright apartment in trendy Neukölln,17809482,Franziska,Neukölln,Reuterstraße,52.48718077792815,13.445569798969533,Private room,45,7,3,2018-10-13,0.1,1,53
6536,9475389,spacious quiet room,44257907,Kathrin,Tempelhof - Schöneberg,Lichtenrade,52.39115219440952,13.420957112633154,Entire home/apt,40,1,2,2016-11-27,0.07,1,0
6537,9483997,H1-Central ideal for TUC students,15506870,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49613861398612,13.32907895176322,Entire home/apt,32,90,2,2016-12-31,0.06,6,341
6538,9484382,"warm, cozy, vintage design room",42465270,Ted,Neukölln,Schillerpromenade,52.47021345878154,13.423107335760797,Private room,28,3,20,2018-04-10,0.56,1,0
6539,9484594,H2 Best&Cosy in the west of Berlin!,15506870,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,52.496274605587,13.32796939034415,Entire home/apt,35,63,1,2016-07-31,0.04,6,310
6540,9484672,M2 Best location Bergmann Kreuzberg,15506870,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48899408630801,13.397103720914016,Entire home/apt,33,63,0,,,6,235
6541,9484989,M1 Best Location Bergmann Kreuzberg,15506870,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49048935853281,13.396299972511608,Entire home/apt,32,63,2,2018-09-01,0.11,6,221
6542,9485145,Nice Berlin Apartment,12895544,Alexandra,Pankow,Prenzlauer Berg Südwest,52.540389010940075,13.411561862724376,Entire home/apt,135,1,0,,,1,0
6543,9490216,big bright room in Friedrichshain great location!,47614334,Linda,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51444718308918,13.46185483414211,Private room,40,1,2,2016-08-08,0.06,1,0
6544,9490403,Light and spacy apartment,10531014,Max,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51103008664418,13.462525262060176,Entire home/apt,57,10,1,2015-11-29,0.03,1,0
6545,9491686,urban room for 1-2,49195630,Eric,Lichtenberg,Neu Lichtenberg,52.505940707707126,13.495726275925215,Private room,34,2,0,,,1,0
6546,9492761,Private room in design flat in PrenzlauerBerg,7552025,Farid,Pankow,Prenzlauer Berg Ost,52.536451449843035,13.438322983285936,Private room,35,1,23,2018-03-04,0.7,2,337
6547,9494117,Cozy apartment in prenzlauer berg,9026893,Filipe,Pankow,Prenzlauer Berg Süd,52.534842831331645,13.424461527623038,Private room,76,3,23,2018-08-11,0.66,1,36
6548,9499858,Cute Flat at Mauerpark,49236392,Kamilla,Pankow,Prenzlauer Berg Nordwest,52.55218593058872,13.402888868899653,Entire home/apt,38,3,12,2017-03-28,0.39,1,248
6549,9499965,Beautiful flat in the heart of Berlin,2797132,Ali,Mitte,Alexanderplatz,52.52719166579868,13.400971446420881,Entire home/apt,100,2,1,2016-04-04,0.03,1,0
6550,9500922,TempelhoferFreedom,49240455,Claudia,Neukölln,Schillerpromenade,52.46938370585659,13.422520308723605,Entire home/apt,25,1,0,,,1,0
6551,9501847,Cozy sunny room in Alt-Tempelhof,25449632,Athanasios,Tempelhof - Schöneberg,Tempelhof,52.46590374299841,13.384846519300911,Private room,23,7,0,,,1,0
